phase	user	reply	failed	event	phase'	user'	reply'	failed'
saving	sent	done	0	finish:saved	idle	saved	done	0
saving	sent	done	0	finish:saved_failed	idle	saved	done	1
saving	sent	done	0	finish:unconfirmed	idle	unconfirmed	done	0
saving	sent	done	0	finish:discarded	idle	discarded	done	1
saving	sent	done	1	submit	saving	sent	done	1
saving	sent	done	1	delivered	saving	sent	done	1
saving	sent	done	1	cli:thinking	saving	sent	done	1
saving	sent	done	1	cli:text	saving	sent	done	1
saving	sent	done	1	cli:tool_start	saving	sent	done	1
saving	sent	done	1	cli:tool_end	saving	sent	done	1
saving	sent	done	1	cli:approval	saving	sent	done	1
saving	sent	done	1	cli:info	saving	sent	done	1
saving	sent	done	1	cli:error	saving	sent	done	1
saving	sent	done	1	cli:turn_end_ok	saving	sent	done	1
saving	sent	done	1	cli:turn_end_fail	saving	sent	done	1
saving	sent	done	1	finish:saved	idle	saved	done	1
saving	sent	done	1	finish:saved_failed	idle	saved	done	1
saving	sent	done	1	finish:unconfirmed	idle	unconfirmed	done	1
saving	sent	done	1	finish:discarded	idle	discarded	done	1
saving	sent	stopped	0	submit	saving	sent	stopped	0
saving	sent	stopped	0	delivered	saving	sent	stopped	0
saving	sent	stopped	0	cli:thinking	saving	sent	stopped	0
saving	sent	stopped	0	cli:text	saving	sent	stopped	0
saving	sent	stopped	0	cli:tool_start	saving	sent	stopped	0
saving	sent	stopped	0	cli:tool_end	saving	sent	stopped	0
saving	sent	stopped	0	cli:approval	saving	sent	stopped	0
saving	sent	stopped	0	cli:info	saving	sent	stopped	0
saving	sent	stopped	0	cli:error	saving	sent	stopped	0
saving	sent	stopped	0	cli:turn_end_ok	saving	sent	stopped	0
saving	sent	stopped	0	cli:turn_end_fail	saving	sent	stopped	0
saving	sent	stopped	0	finish:saved	idle	saved	stopped	0
saving	sent	stopped	0	finish:saved_failed	idle	saved	stopped	1
saving	sent	stopped	0	finish:unconfirmed	idle	unconfirmed	stopped	0
saving	sent	stopped	0	finish:discarded	idle	discarded	stopped	1
saving	sent	stopped	1	submit	saving	sent	stopped	1
saving	sent	stopped	1	delivered	saving	sent	stopped	1
saving	sent	stopped	1	cli:thinking	saving	sent	stopped	1
saving	sent	stopped	1	cli:text	saving	sent	stopped	1
saving	sent	stopped	1	cli:tool_start	saving	sent	stopped	1
saving	sent	stopped	1	cli:tool_end	saving	sent	stopped	1
saving	sent	stopped	1	cli:approval	saving	sent	stopped	1
saving	sent	stopped	1	cli:info	saving	sent	stopped	1
saving	sent	stopped	1	cli:error	saving	sent	stopped	1
saving	sent	stopped	1	cli:turn_end_ok	saving	sent	stopped	1
saving	sent	stopped	1	cli:turn_end_fail	saving	sent	stopped	1
saving	sent	stopped	1	finish:saved	idle	saved	stopped	1
saving	sent	stopped	1	finish:saved_failed	idle	saved	stopped	1
saving	sent	stopped	1	finish:unconfirmed	idle	unconfirmed	stopped	1
saving	sent	stopped	1	finish:discarded	idle	discarded	stopped	1
saving	sent	incomplete	0	submit	saving	sent	incomplete	0
saving	sent	incomplete	0	delivered	saving	sent	incomplete	0
saving	sent	incomplete	0	cli:thinking	saving	sent	incomplete	0
saving	sent	incomplete	0	cli:text	saving	sent	incomplete	0
saving	sent	incomplete	0	cli:tool_start	saving	sent	incomplete	0
saving	sent	incomplete	0	cli:tool_end	saving	sent	incomplete	0
saving	sent	incomplete	0	cli:approval	saving	sent	incomplete	0
saving	sent	incomplete	0	cli:info	saving	sent	incomplete	0
saving	sent	incomplete	0	cli:error	saving	sent	incomplete	0
saving	sent	incomplete	0	cli:turn_end_ok	saving	sent	incomplete	0
saving	sent	incomplete	0	cli:turn_end_fail	saving	sent	incomplete	0
saving	sent	incomplete	0	finish:saved	idle	saved	incomplete	0
saving	sent	incomplete	0	finish:saved_failed	idle	saved	incomplete	1
saving	sent	incomplete	0	finish:unconfirmed	idle	unconfirmed	incomplete	0
saving	sent	incomplete	0	finish:discarded	idle	discarded	incomplete	1
saving	sent	incomplete	1	submit	saving	sent	incomplete	1
saving	sent	incomplete	1	delivered	saving	sent	incomplete	1
saving	sent	incomplete	1	cli:thinking	saving	sent	incomplete	1
saving	sent	incomplete	1	cli:text	saving	sent	incomplete	1
saving	sent	incomplete	1	cli:tool_start	saving	sent	incomplete	1
saving	sent	incomplete	1	cli:tool_end	saving	sent	incomplete	1
saving	sent	incomplete	1	cli:approval	saving	sent	incomplete	1
saving	sent	incomplete	1	cli:info	saving	sent	incomplete	1
saving	sent	incomplete	1	cli:error	saving	sent	incomplete	1
saving	sent	incomplete	1	cli:turn_end_ok	saving	sent	incomplete	1
saving	sent	incomplete	1	cli:turn_end_fail	saving	sent	incomplete	1
saving	sent	incomplete	1	finish:saved	idle	saved	incomplete	1
saving	sent	incomplete	1	finish:saved_failed	idle	saved	incomplete	1
saving	sent	incomplete	1	finish:unconfirmed	idle	unconfirmed	incomplete	1
saving	sent	incomplete	1	finish:discarded	idle	discarded	incomplete	1
